database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C48H94O8P1N1			PC(40:1)	844.678	[M+H]+															1.62906	11.8482	13.6996	1.56796	12.2934	8.57794	8.76342	1.37724	1.29554	1.55186	1.82256	1.52768	1.74314	5.27379	1.39855	1.5185	18.0655	1.54911	21.2091	1.61609	1.47712	1.43685	26.5603	2.53677	3.76386	0.821713	30.3254	17.3538	32.2708	4.87794	1.92495	0.873067
	C48H92O8P1N1			PC(40:2)	842.6624	[M+H]+															4.08877	6.70543	5.63431	2.74614	6.19875	5.2664	4.73333	3.03413	3.70643	3.58232	3.59408	3.82332	3.20626	4.06254	3.29286	3.2079	8.50997	3.70267	8.92157	3.28309	3.199	3.74447	9.08012	4.26447	2.2698	2.49123	11.397	7.24759	10.5998	4.92559	4.27776	2.26784
	C48H90O8P1N1			PC(40:3)	840.6469	[M+H]+															4.73424	4.09678	3.25006	3.29833	4.10328	3.48275	3.44414	2.63376	3.50143	3.35331	4.4944	3.27577	3.81694	3.58408	3.65952	3.11408	4.38661	4.77774	4.64878	3.89542	4.19254	4.73312	4.76861	4.46835	1.64581	2.69421	4.79826	3.96661	3.5556	4.16427	4.4925	2.53128
	C48H88O8P1N1			PC(40:4)	838.6313	[M+H]+															19.8153	17.7121	11.0994	21.3229	16.8711	15.2255	17.3413	12.6615	16.435	13.5881	22.0788	12.1588	15.3289	11.1897	15.4748	14.5706	19.0214	16.212	17.1825	17.9372	16.3949	14.0057	16.5764	15.3001	7.56351	10.5368	16.0078	14.9972	21.7578	11.8248	18.2487	9.57665
	C48H86O8P1N1			PC(40:5)	836.6156	[M+H]+															43.5292	35.2208	22.1325	55.8912	38.58	34.3605	41.8821	28.229	37.139	28.3101	57.706	24.8292	31.7724	21.9266	36.5527	31.7529	35.7273	35.4129	34.8826	38.4134	33.4108	28.126	29.9564	32.9833	16.2931	23.4679	29.6178	30.3269	46.1195	21.6942	34.8826	18.9459
	C48H84O8P1N1			PC(40:6)	834.5999	[M+H]+															220.307	190.541	94.1686	254.578	163.834	146.482	180.359	116.655	184.68	133.59	285.69	112.575	151.168	93.6487	174.679	169.591	140.685	182.006	192.707	172.799	156.136	136.254	153.825	159.725	68.7984	98.6174	150.153	118.075	172.269	90.8753	155.172	82.8677
	C48H82O8P1N1			PC(40:7)	832.5843	[M+H]+															87.5054	60.2654	32.9815	133.675	63.8596	75.1392	134.686	70.3002	86.4413	62.1717	128.812	53.3561	62.5272	29.4546	92.9226	54.4618	67.8224	54.7287	61.3849	97.2139	57.3686	31.9201	35.1404	48.2078	26.5867	44.2036	45.8341	43.0002	57.4915	29.6509	61.1277	35.2566
	C48H80O8P1N1			PC(40:8)	830.5687	[M+H]+															161.495	98.9625	52.0256	194.642	99.3935	114.834	210.884	116.578	159.685	109.745	245.331	98	110.755	45.5769	159.453	95.3278	104.197	98.3504	110.758	170.102	86.9345	52.2501	55.6258	75.3231	27.6556	59.0858	71.6699	49.6827	67.2633	46.2389	102.215	57.1925
	C49H96O8P1N1			PC(41:1)	858.6939	[M+H]+															0.250447	3.07021	3.31925	0.435428	2.85466	1.67373	1.84823	0.261918	0.214615	0.45325	0.439516	0.266556	0.373434	0.759188	0.363104	0.471622	4.41952	0.322113	4.67882	0.640116	0.638237	0.557886	5.6874	0.555502	0.824177	0.225472	6.90941	3.71346	6.99988	0.966499	0.299245	0.231128
	C49H94O8P1N1			PC(41:2)	856.6783	[M+H]+															1.3257	1.52234	0.900772	0.922115	1.05604	0.905838	0.730792	0.746834	0.601644	0.726807	0.925672	0.759101	0.948782	0.723601	0.747338	0.447156	1.71693	1.18481	1.72405	0.838567	0.891647	0.857649	1.48628	0.915568	0.329872	0.574973	2.07028	1.42645	2.20393	0.926661	0.925128	0.419988
	C49H86O8P1N1			PC(41:6)	848.6158	[M+H]+															2.91929	2.24726	1.00972	2.04135	1.98076	1.69039	1.47059	1.07099	1.68406	1.18092	4.08161	1.21493	1.61288	0.997516	1.56736	1.67192	1.21587	2.34731	2.31509	1.85023	1.86326	1.96989	1.98162	2.04922	0.512849	0.977946	0.988686	1.26153	2.22631	1.02434	1.42299	0.537557
	C50H98O8P1N1			PC(42:1)	872.7097	[M+H]+															2.60907	31.0659	33.5779	1.64408	31.0184	20.8576	21.1213	1.94126	1.70507	1.88692	3.09022	2.04681	1.71343	9.99553	1.97763	3.00627	47.9577	2.71515	54.5403	2.84219	2.23777	2.61838	61.8597	4.12982	6.93476	1.23998	78.5434	44.5444	83.3665	10.381	2.74554	1.10528
	C50H96O8P1N1			PC(42:2)	870.6939	[M+H]+															5.33595	13.5662	11.9506	3.89773	12.186	8.6483	9.13689	4.14843	3.77671	3.63341	5.59601	4.08509	3.82506	5.8217	4.06335	4.09673	16.9812	5.49701	20.2401	4.77106	4.58674	5.27619	22.1865	5.58818	3.2297	2.70008	24.1419	14.8188	25.0466	6.39036	4.90145	2.30479
	C50H94O8P1N1			PC(42:3)	868.6784	[M+H]+															2.65148	3.51691	2.66935	2.40962	3.08182	2.51967	2.71558	1.51942	1.96407	1.90404	2.56604	2.12857	1.77701	2.07293	2.16888	1.56613	4.08407	2.50049	4.57295	2.2848	2.02132	2.21413	4.40126	2.16041	0.804367	0.988373	4.92207	3.23947	5.22076	2.09428	2.59911	0.863595
	C50H92O8P1N1			PC(42:4)	866.6627	[M+H]+															2.46749	2.51097	2.00392	2.08585	2.35974	1.82182	2.48795	1.59538	1.85211	1.66029	2.67302	1.52797	1.85585	1.33004	1.79736	1.97836	3.40816	2.17656	3.09414	2.20662	1.76731	2.02634	2.4856	2.01022	0.944158	1.21951	2.96745	2.17945	3.64418	1.36392	1.91915	0.990389
	C50H90O8P1N1			PC(42:5)	864.6473	[M+H]+															2.42281	2.0068	1.35943	2.55713	1.58203	1.55502	2.52164	1.47126	1.938	1.52975	2.93218	1.31098	1.79075	1.33814	2.2362	1.59987	2.62136	2.01464	2.38213	2.34366	1.72104	1.33246	1.42316	1.71582	0.624726	1.04526	2.04152	1.71262	2.60848	1.04269	2.02081	0.966646
	C50H88O8P1N1			PC(42:6)	862.6317	[M+H]+															4.76787	3.25204	1.84931	5.14651	3.85064	3.90058	4.5683	3.20812	3.76322	2.94703	5.98336	2.64188	3.12546	1.91535	4.01768	2.80762	3.87296	3.49809	3.95119	4.74413	2.80649	2.25274	2.48527	3.36812	1.1894	1.9134	2.83649	2.28348	4.01865	1.5255	3.23979	1.51973
	C50H86O8P1N1			PC(42:7)	860.6159	[M+H]+															3.50695	2.25985	1.34178	4.79991	3.0835	3.28429	4.78846	2.79714	3.19851	2.30483	6.0426	2.06917	2.53315	1.22725	3.46021	2.10372	2.68839	2.44265	2.75451	4.13116	2.08692	1.50656	1.50958	2.20127	0.84405	1.35186	1.74656	1.71269	2.52661	1.3515	2.15279	1.42707
	C50H84O8P1N1			PC(42:8)	858.6001	[M+H]+															3.42151	1.90326	1.24765	4.81098	2.795	3.14189	5.39727	2.41499	3.24425	2.05896	5.96273	2.1639	2.34283	0.974203	3.5157	1.75137	2.59597	1.71498	2.38938	3.66855	1.74525	0.958797	1.13649	1.64863	0.716588	1.20317	1.37509	1.3206	2.50349	0.896902	2.09006	1.24939
	C50H82O8P1N1			PC(42:9)	856.5846	[M+H]+															4.97534	2.7006	1.28447	7.64062	2.65127	3.48487	8.34646	3.47254	5.23722	2.72274	9.37226	2.16972	3.59324	1.07516	4.97842	2.86991	2.90621	2.80847	3.26065	5.75597	2.84924	1.04138	1.55311	2.16882	0.803725	1.41765	2.00548	1.21615	2.26354	0.690955	2.52378	1.69932
	C50H80O8P1N1			PC(42:10)	854.569	[M+H]+															13.2395	5.53667	2.94636	23.7491	6.67318	8.429	25.0589	7.71931	15.405	7.74056	25.2293	5.49865	8.85633	2.27636	13.7472	6.432	6.27563	5.95469	8.3358	16.7537	5.79478	2.7585	2.60064	4.28389	2.2005	3.6226	3.94527	2.80854	5.87961	1.36336	5.73877	3.36586
	C51H100O8P1N1			PC(43:1)	886.7256	[M+H]+															0.259276	1.672	1.37307	0.0961102	1.54134	0.826585	0.772798	0.0705823	0.133189		0.163215	0.256955	0.0987304	0.361596	0.0639832	0.15002	2.16233	0.0860874	2.45867	0.0381241	0.0523725	0.263309	2.75752	0.306674	0.263024	0.0816136	3.16423	1.88181	3.63934	0.275028	0.154743	0.0483592
	C52H102O8P1N1			PC(44:1)	900.7413	[M+H]+															0.182568	1.96504	2.14362	0.192834	2.5637	1.61188	1.51427	0.105122	0.0351863	0.0779834	0.267199	0.224543	0.201206	0.680505	0.0746966	0.131687	3.16705	0.159772	3.83018	0.239907	0.11304	0.146357	4.02922	0.13904	0.337292	0.114698	4.89436	2.92675	5.29531	0.56383	0.0689053	0.0511891
	C52H100O8P1N1			PC(44:2)	898.7255	[M+H]+															0.32028	1.74731	1.59384	0.220462	1.79772	1.1976	1.20111	0.202717	0.191466	0.180184	0.325645	0.342923	0.243246	0.497624	0.202654	0.38135	2.53128	0.366861	2.94689	0.282331	0.494804	0.481573	3.42521	0.33473	0.216866	0.184941	3.11382	2.23795	3.98189	0.523111	0.327537	0.577027
	C52H96O8P1N1			PC(44:4)	894.6942	[M+H]+															1.0237	1.56879	1.3529	1.51484	1.7064	1.19888	1.58888	0.815903	0.780993	0.546257	1.3663	0.657467	0.718928	0.411702	0.801005	0.629364	1.99616	0.932861	2.23547	1.09771	0.864697	0.711159	1.61823	0.801644	0.312607	0.460971	2.64713	1.83763	3.15796	0.348374	0.74584	0.12009
	C52H94O8P1N1			PC(44:5)	892.6788	[M+H]+															0.648663	0.525126	0.371862	0.550579	0.613107	0.504258	0.689021	0.500099	0.365331	0.414643	0.862423	0.249496	0.396372	0.233656	0.428189	0.237339	0.913044	0.628387	0.787444	0.88189	0.489064	0.270253	0.428943	0.319134	0.0861226	0.112712	0.666584	0.58527	0.806311	0.21802	0.581303	0.169942
	C38H78O7P1N1			PC(O-30:0)	692.5579	[M+H]+															1.27557	1.36738	1.40225	1.25887	1.40691	1.47968	1.32852	1.01665	1.1514	1.30936	1.33815	0.789406	1.43394	1.12456	1.93961	1.26652	1.66177	1.39427	2.22406	1.19041	1.18526	0.887188	1.89323	1.42427	0.649601	0.90309	2.20799	1.3824	1.84606	1.21002	1.61455	1.16723
	C38H76O7P1N1			PC(O-30:1)	690.5418	[M+H]+															1.84136	1.3121	1.07392	1.12582	1.67435	1.00182	0.860832	0.809215	0.82445	0.716232	1.85255	0.718842	1.51298	1.01907	1.37862	1.58965	1.62888	1.64083	2.01058	1.84013	1.09616	1.16552	2.33827	1.56424	0.445356	1.00465	1.38568	0.826726	1.19822	1.45216	1.4783	0.728987
	C40H82O7P1N1			PC(O-32:0)	720.5892	[M+H]+															14.6008	12.7513	10.2777	11.88	11.9056	11.4373	9.46945	8.3549	12.9013	13.0265	13.6711	12.0797	16.7859	13.8224	16.2274	12.9453	13.1271	12.8875	17.9324	13.0995	11.2282	12.2857	13.4723	12.9297	7.49085	10.023	15.7595	12.591	17.0044	14.1445	17.5177	11.2824
	C40H80O7P1N1			PC(O-32:1)	718.5736	[M+H]+															8.37119	9.40112	7.26264	6.02327	8.82861	7.08645	5.76845	4.56485	6.47846	5.76376	8.21687	5.53428	9.30663	7.32186	6.42495	7.74684	8.40855	7.55213	11.3183	7.64713	6.27199	6.84145	11.9194	8.11681	3.76227	5.7878	10.5026	7.31218	9.66572	7.73748	9.60756	5.24435
	C40H78O7P1N1			PC(O-32:2)	716.5576	[M+H]+															1.83267	1.6994	1.464	2.2873	1.5523	1.40919	2.14005	1.90946	0.932233	1.49865	2.2892	1.50302	2.16505	1.36276	2.33579	1.85348	2.34056	1.48775	1.37383	2.26204	1.1109	1.0286	1.58229	1.3463	1.07809	1.84072	1.44159	1.75625	1.82974	1.66049	2.71821	1.75572
	C42H86O7P1N1			PC(O-34:0)	748.6206	[M+H]+															1.81722	1.82911	2.31387	1.29107	1.81905	2.14941	1.50529	1.21577	1.79186	1.8888	1.37839	1.47309	2.41505	1.87538	1.59748	1.75134	1.00875	1.63787	2.90095	1.58457	1.5078	1.49473	2.57479	2.04798	0.960344	1.55895	3.78294	2.6775	3.29803	2.28016	3.18115	1.57345
	C42H84O7P1N1			PC(O-34:1)	746.6048	[M+H]+															11.1873	14.1306	12.6057	8.82018	14.4294	11.5152	9.08072	7.39761	8.42567	8.96973	10.005	8.72761	12.1721	13.6613	10.3082	11.2305	15.2701	9.46602	18.0789	10.7545	9.9708	11.7892	20.6496	11.2945	7.61147	8.72751	21.8778	15.4025	23.4247	13.221	13.1674	8.46327
	C42H82O7P1N1			PC(O-34:2)	744.5892	[M+H]+															16.4819	13.9834	12.4309	15.6602	11.4555	11.7595	10.0819	10.4681	13.1069	13.4039	14.0977	11.242	17.2122	14.5062	13.8951	13.1334	15.096	12.7829	17.0857	14.1185	12.0131	11.4105	12.5137	11.7402	9.81368	15.1249	20.4876	15.1659	17.2056	14.9062	23.3547	12.3688
	C42H80O7P1N1			PC(O-34:3)	742.5736	[M+H]+															28.977	22.8356	18.0544	23.13	19.9494	17.0391	14.714	14.327	21.819	20.4267	30.2272	20.2154	31.4137	17.4248	27.4762	24.6343	23.9417	23.1004	26.8753	26.807	17.88	15.5639	20.1896	19.7146	11.0065	26.2334	22.0331	17.8296	15.7375	17.0469	32.5893	18.9183
	C44H88O7P1N1			PC(O-36:1)	774.6364	[M+H]+															1.2977	1.35735	1.2886	1.04828	1.20854	1.03215	1.26469	0.609393	0.703418	0.616583	0.562502	0.563907	0.940033	0.886021	0.606609	0.65597	1.57849	0.864566	2.0317	0.786399	0.87883	0.602405	2.06489	1.02054	0.586136	0.591171	2.33111	1.30648	2.20697	1.37682	1.17447	0.620361
	C44H86O7P1N1			PC(O-36:2)	772.6207	[M+H]+															5.78786	5.28872	4.73547	4.89456	4.40823	3.78163	3.47545	3.47233	4.09281	4.47189	3.58529	3.73443	5.61925	4.11073	3.87697	3.7439	4.86755	4.4241	6.43105	3.68385	3.51383	3.99887	5.28933	3.78728	2.78344	4.25217	8.86936	6.24967	6.27729	6.35855	8.07202	3.33955
	C44H84O7P1N1			PC(O-36:3)	770.6051	[M+H]+															7.66796	6.26008	5.37046	6.06771	5.66804	5.2827	4.78781	4.85638	6.21392	5.32605	6.92733	5.16786	6.56008	5.58889	6.40046	6.92953	6.6754	6.86211	7.57328	5.84294	5.56623	5.7756	6.95419	6.22762	3.62519	6.38821	8.43404	6.31868	7.39072	5.73392	8.6946	4.83385
	C44H82O7P1N1			PC(O-36:4)	768.5895	[M+H]+															21.3817	15.922	12.9676	20.8487	13.6535	13.0267	13.6117	12.1042	17.005	14.4767	20.4159	14.3854	20.4717	12.9226	20.4768	16.0104	18.3303	15.7619	22.2209	20.0948	15.0642	13.6959	13.5353	13.6515	7.78306	14.8416	16.2595	15.1622	18.6175	11.5471	22.4985	11.458
	C44H80O7P1N1			PC(O-36:5)	766.5738	[M+H]+															25.9188	17.4423	11.7928	18.9315	16.3577	12.196	10.9615	9.21547	18.8337	15.4822	32.3707	15.354	29.1468	13.4405	24.001	24.4674	17.022	21.7661	28.0904	28.5962	14.7738	17.3278	17.6399	15.1755	5.19652	12.1243	14.1492	9.35914	12.6429	12.416	20.2851	12.4413
	C44H78O7P1N1			PC(O-36:6)	764.5581	[M+H]+															0.637539	0.40866	0.282775	0.450708	0.623042	0.229824	0.265003	0.38181	0.888166	0.677539	0.747757	0.652778	1.10415	0.25516	0.70042	0.652854	0.406067	0.636631	0.874624	1.13755	0.506712	0.157275	0.492592	0.54557	0.0509791	0.0637271	0.244146	0.071108	0.231412	0.127997	0.487182	0.434918
	C46H92O7P1N1			PC(O-38:1)	802.6676	[M+H]+															0.63075	0.441881	0.384171	0.551278	0.596499	0.547017	0.440571	0.328092	0.322872	0.521018	0.343098	0.487248	0.515702	0.39301	0.442165	0.382016	0.438572	0.294343	0.702999	0.272536	0.463775	0.318403	0.853768	0.477697	0.155467	0.546261	0.445863	0.733438	0.609505	0.46634	0.804492	0.350846
	C46H90O7P1N1			PC(O-38:2)	800.6521	[M+H]+															2.20682	1.9048	1.13957	2.01416	1.15158	1.20887	1.21237	1.19697	1.5833	1.0681	1.43029	1.26872	1.60421	1.48732	1.28422	1.30703	1.52922	1.18529	1.72366	0.812544	1.38105	1.73579	1.40796	1.63911	0.815877	1.73362	2.24917	2.05495	1.79794	1.73811	1.80644	0.918179
